Location,Current_Date,HCHO_reading,LATITUDE,LONGITUDE,ELEVATION,Precipitation,Average_Temperature
Kurunegala Proper,2022-06-29,-5.5806945096190965e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-06-30,0.00016738946034187927,7.467,80.367,116.0,0.02,80
Kurunegala Proper,2022-07-01,0.00016738946034187927,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-07-02,7.655770544340532e-05,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2022-07-03,0.0001115467461292375,7.467,80.367,116.0,0.03,79
Kurunegala Proper,2022-07-04,0.0001115467461292375,7.467,80.367,116.0,0.01,82
Kurunegala Proper,2022-07-05,-1.8924143991294264e-05,7.467,80.367,116.0,0.01,82
Kurunegala Proper,2022-07-06,7.546477719854953e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-07-07,7.546477719854953e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-07-08,7.546477719854953e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-07-09,6.522155463446499e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-07-10,6.522155463446499e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-07-11,6.522155463446499e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-07-12,6.522155463446499e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-07-16,4.2670704933638524e-05,7.467,80.367,116.0,0.03,83
Kurunegala Proper,2022-07-17,4.2670704933638524e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-07-18,4.2670704933638524e-05,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2022-07-19,4.2670704933638524e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-07-20,4.2670704933638524e-05,7.467,80.367,116.0,0.65,82
Kurunegala Proper,2022-07-21,8.510380215899425e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-07-22,8.510380215899425e-05,7.467,80.367,116.0,0.02,80
Kurunegala Proper,2022-07-23,8.510380215899425e-05,7.467,80.367,116.0,0.63,80
Kurunegala Proper,2022-07-24,0.00025495591411036717,7.467,80.367,116.0,0.01,80
Kurunegala Proper,2022-07-25,0.00025495591411036717,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-07-26,0.0002559684559299787,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-07-27,0.0003105332696271843,7.467,80.367,116.0,0.06,79
Kurunegala Proper,2022-07-28,0.0003105332696271843,7.467,80.367,116.0,0.19,79
Kurunegala Proper,2022-07-29,0.0003105332696271843,7.467,80.367,116.0,0.03,79
Kurunegala Proper,2022-07-30,0.00022823329037099883,7.467,80.367,116.0,2.61,80
Kurunegala Proper,2022-07-31,0.00013503220792635123,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-08-01,8.863760797816462e-05,7.467,80.367,116.0,0.92,76
Kurunegala Proper,2022-08-02,8.863760797816462e-05,7.467,80.367,116.0,0.87,77
Kurunegala Proper,2022-08-03,8.863760797816462e-05,7.467,80.367,116.0,0.64,77
Kurunegala Proper,2022-08-04,8.863760797816462e-05,7.467,80.367,116.0,0.36,78
Kurunegala Proper,2022-08-05,8.863760797816462e-05,7.467,80.367,116.0,0.43,79
Kurunegala Proper,2022-08-06,8.734725928536247e-05,7.467,80.367,116.0,0.05,80
Kurunegala Proper,2022-08-07,8.734725928536247e-05,7.467,80.367,116.0,0.02,80
Kurunegala Proper,2022-08-08,8.734725928536247e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-08-09,8.734725928536247e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-08-10,0.00012686627143290274,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-08-11,0.000121462466413366,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-08-12,0.00011983227578377312,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-13,8.655368946825631e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-14,0.00011823957936571895,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-15,0.0002796187500448681,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-08-16,0.00015607437145436734,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-17,6.324136986945569e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-18,0.0001949002368734735,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-19,7.755908337135215e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-08-20,0.00011749012553851935,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-08-21,3.078368197449375e-05,7.467,80.367,116.0,0.01,82
Kurunegala Proper,2022-08-22,0.0001887367193545255,7.467,80.367,116.0,0.08,80
Kurunegala Proper,2022-08-23,0.00011246649853281589,7.467,80.367,116.0,0.05,80
Kurunegala Proper,2022-08-24,0.00011246649853281589,7.467,80.367,116.0,0.3,80
Kurunegala Proper,2022-08-25,0.00011246649853281589,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-08-26,4.0539755565656325e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-08-27,4.0539755565656325e-05,7.467,80.367,116.0,1.72,79
Kurunegala Proper,2022-08-28,4.0539755565656325e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-08-29,3.260494537034034e-05,7.467,80.367,116.0,0.26,78
Kurunegala Proper,2022-08-30,3.260494537034034e-05,7.467,80.367,116.0,0.06,77
Kurunegala Proper,2022-08-31,3.260494537034034e-05,7.467,80.367,116.0,3.85,75
Kurunegala Proper,2022-09-01,3.260494537034034e-05,7.467,80.367,116.0,1.75,77
Kurunegala Proper,2022-09-02,3.260494537034034e-05,7.467,80.367,116.0,0.27,79
Kurunegala Proper,2022-09-03,-2.188573634648443e-05,7.467,80.367,116.0,0.03,80
Kurunegala Proper,2022-09-04,-2.188573634648443e-05,7.467,80.367,116.0,0.03,80
Kurunegala Proper,2022-09-05,-2.188573634648443e-05,7.467,80.367,116.0,0.0,75
Kurunegala Proper,2022-09-06,-2.188573634648443e-05,7.467,80.367,116.0,5.47,78
Kurunegala Proper,2022-09-07,-2.188573634648443e-05,7.467,80.367,116.0,0.05,78
Kurunegala Proper,2022-09-08,-2.188573634648443e-05,7.467,80.367,116.0,0.1,79
Kurunegala Proper,2022-09-09,-2.188573634648443e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-09-10,3.667612457703497e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-11,9.397963276251668e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-09-12,0.00012233528656201189,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-09-13,6.313478072130264e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-09-15,9.375461282801672e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-20,9.361023836480343e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-09-21,9.361023836480343e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-22,0.00011613741969121184,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-23,5.384075582842576e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-09-24,5.739785138355872e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-25,0.00013259488901607832,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2022-09-26,8.138404674265855e-05,7.467,80.367,116.0,0.1,82
Kurunegala Proper,2022-09-27,6.524249086161932e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2022-09-28,0.00018834813012921032,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-09-29,9.577412493416495e-05,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-09-30,0.00023421656995354905,7.467,80.367,116.0,0.2,80
Kurunegala Proper,2022-10-01,0.00023421656995354905,7.467,80.367,116.0,0.44,79
Kurunegala Proper,2022-10-02,0.00023421656995354905,7.467,80.367,116.0,0.22,81
Kurunegala Proper,2022-10-03,0.00023421656995354905,7.467,80.367,116.0,0.1,80
Kurunegala Proper,2022-10-04,0.00023421656995354905,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-05,0.00016156135101467667,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-10-06,0.00016156135101467667,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-07,0.00016156135101467667,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-10-08,0.00016156135101467667,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-09,0.00015767726867322551,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-10,0.00011169411528512034,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-10-11,0.00028512859961604903,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2022-10-12,0.00013449277093220463,7.467,80.367,116.0,0.42,77
Kurunegala Proper,2022-10-13,0.00013449277093220463,7.467,80.367,116.0,0.0,77
Kurunegala Proper,2022-10-14,0.00023702451365283583,7.467,80.367,116.0,0.43,77
Kurunegala Proper,2022-10-15,0.00023702451365283583,7.467,80.367,116.0,1.19,77
Kurunegala Proper,2022-10-16,0.00023702451365283583,7.467,80.367,116.0,0.06,79
Kurunegala Proper,2022-10-17,0.00023702451365283583,7.467,80.367,116.0,0.59,78
Kurunegala Proper,2022-10-18,0.00023702451365283583,7.467,80.367,116.0,1.45,77
Kurunegala Proper,2022-10-19,0.00023702451365283583,7.467,80.367,116.0,0.43,80
Kurunegala Proper,2022-10-20,0.00023702451365283583,7.467,80.367,116.0,0.04,80
Kurunegala Proper,2022-10-21,0.00023702451365283583,7.467,80.367,116.0,4.22,76
Kurunegala Proper,2022-10-22,0.00023702451365283583,7.467,80.367,116.0,0.89,77
Kurunegala Proper,2022-10-23,0.00023702451365283583,7.467,80.367,116.0,0.41,78
Kurunegala Proper,2022-10-24,0.00023702451365283583,7.467,80.367,116.0,1.13,79
Kurunegala Proper,2022-10-25,0.00019783341219829854,7.467,80.367,116.0,0.14,81
Kurunegala Proper,2022-10-26,0.00019783341219829854,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-27,0.00019783341219829854,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-10-28,2.824478830449256e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-29,0.0002199970479397136,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-10-30,0.0003105332696271843,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-10-31,0.00016907753598140851,7.467,80.367,116.0,0.03,80
Kurunegala Proper,2022-11-01,-3.376305643413408e-05,7.467,80.367,116.0,0.15,77
Kurunegala Proper,2022-11-02,-3.376305643413408e-05,7.467,80.367,116.0,0.92,79
Kurunegala Proper,2022-11-03,-3.376305643413408e-05,7.467,80.367,116.0,0.23,78
Kurunegala Proper,2022-11-04,0.00011888182493516011,7.467,80.367,116.0,0.59,79
Kurunegala Proper,2022-11-05,0.00019541845927617725,7.467,80.367,116.0,0.33,77
Kurunegala Proper,2022-11-06,0.00019541845927617725,7.467,80.367,116.0,1.46,80
Kurunegala Proper,2022-11-07,0.00026598275089472384,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-11-08,0.00010923083473735988,7.467,80.367,116.0,0.59,80
Kurunegala Proper,2022-11-09,0.0003105332696271843,7.467,80.367,116.0,0.2,78
Kurunegala Proper,2022-11-10,0.0001595519270216929,7.467,80.367,116.0,0.01,78
Kurunegala Proper,2022-11-11,0.0001595519270216929,7.467,80.367,116.0,0.14,76
Kurunegala Proper,2022-11-12,0.0001595519270216929,7.467,80.367,116.0,0.2,79
Kurunegala Proper,2022-11-13,0.0001595519270216929,7.467,80.367,116.0,0.03,78
Kurunegala Proper,2022-11-14,0.00017307027417644874,7.467,80.367,116.0,0.47,77
Kurunegala Proper,2022-11-15,0.00017307027417644874,7.467,80.367,116.0,1.43,79
Kurunegala Proper,2022-11-16,0.00014234945934412017,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-11-17,0.00013150081771806177,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2022-11-18,5.156847455742129e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-11-19,0.00020709157007069279,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2022-11-20,0.00020709157007069279,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-11-21,0.00017231860606173126,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-11-22,9.745632326929745e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2022-11-23,0.00014604108582571152,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-11-24,4.485935801527789e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-11-25,0.00016420748171475132,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-11-26,0.00023825006624326217,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-11-27,6.384809502530719e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-11-28,0.00012177991419599377,7.467,80.367,116.0,3.51,80
Kurunegala Proper,2022-11-29,0.00017180730879659922,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-11-30,0.0002748535032487198,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-12-01,0.00015857932481310206,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-12-02,0.00010111912930546417,7.467,80.367,116.0,0.09,80
Kurunegala Proper,2022-12-03,0.00010111912930546417,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-12-04,8.908663405863034e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2022-12-05,8.908663405863034e-05,7.467,80.367,116.0,0.25,79
Kurunegala Proper,2022-12-06,8.908663405863034e-05,7.467,80.367,116.0,0.02,79
Kurunegala Proper,2022-12-07,8.908663405863034e-05,7.467,80.367,116.0,0.0,77
Kurunegala Proper,2022-12-08,8.908663405863034e-05,7.467,80.367,116.0,0.06,69
Kurunegala Proper,2022-12-09,8.908663405863034e-05,7.467,80.367,116.0,0.38,72
Kurunegala Proper,2022-12-10,8.908663405863034e-05,7.467,80.367,116.0,0.06,78
Kurunegala Proper,2022-12-11,8.563541191381221e-05,7.467,80.367,116.0,0.17,79
Kurunegala Proper,2022-12-12,8.563541191381221e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2022-12-13,8.563541191381221e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-12-14,8.563541191381221e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-12-15,8.563541191381221e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-12-16,0.00012375404956124178,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2022-12-18,-7.162139861010052e-05,7.467,80.367,116.0,0.28,77
Kurunegala Proper,2022-12-19,-7.162139861010052e-05,7.467,80.367,116.0,2.21,75
Kurunegala Proper,2022-12-20,-7.162139861010052e-05,7.467,80.367,116.0,0.11,80
Kurunegala Proper,2022-12-21,-7.162139861010052e-05,7.467,80.367,116.0,0.41,76
Kurunegala Proper,2022-12-22,-7.162139861010052e-05,7.467,80.367,116.0,0.38,76
Kurunegala Proper,2022-12-23,-7.162139861010052e-05,7.467,80.367,116.0,0.54,79
Kurunegala Proper,2022-12-24,0.00020400956291388893,7.467,80.367,116.0,0.23,77
Kurunegala Proper,2022-12-25,0.00020400956291388893,7.467,80.367,116.0,3.43,75
Kurunegala Proper,2022-12-26,0.00020400956291388893,7.467,80.367,116.0,0.07,78
Kurunegala Proper,2022-12-27,0.00020400956291388893,7.467,80.367,116.0,2.22,80
Kurunegala Proper,2022-12-28,0.00012291661468593812,7.467,80.367,116.0,0.02,81
Kurunegala Proper,2022-12-29,0.0002241502786107365,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2022-12-30,0.00012365676963690836,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2022-12-31,-2.068242951965782e-05,7.467,80.367,116.0,0.0,77
Kurunegala Proper,2023-01-01,-2.068242951965782e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-02,1.863130577960209e-06,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-03,1.863130577960209e-06,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-04,3.9874896394960935e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-05,6.79413954753427e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-01-06,0.00011389532835289035,7.467,80.367,116.0,0.02,77
Kurunegala Proper,2023-01-07,7.715557073604025e-05,7.467,80.367,116.0,0.27,78
Kurunegala Proper,2023-01-08,7.715557073604025e-05,7.467,80.367,116.0,0.04,78
Kurunegala Proper,2023-01-09,7.715557073604025e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-10,9.121682256665099e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-11,0.00011422852619861783,7.467,80.367,116.0,0.0,77
Kurunegala Proper,2023-01-12,0.0003105332696271843,7.467,80.367,116.0,0.0,76
Kurunegala Proper,2023-01-13,0.00025942987761640743,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-14,4.423659464857867e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-15,0.00022698298180590752,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-01-16,7.91011854080909e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-17,4.513834063839434e-05,7.467,80.367,116.0,0.09,78
Kurunegala Proper,2023-01-18,4.513834063839434e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-19,0.00012653545315078281,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-20,0.0002063128471117334,7.467,80.367,116.0,0.0,75
Kurunegala Proper,2023-01-21,9.80855126800505e-05,7.467,80.367,116.0,0.0,75
Kurunegala Proper,2023-01-22,9.80855126800505e-05,7.467,80.367,116.0,0.18,77
Kurunegala Proper,2023-01-23,9.80855126800505e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-24,9.80855126800505e-05,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-01-25,9.80855126800505e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-01-26,0.00011341433166901495,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-27,0.00011341433166901495,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-28,0.00011341433166901495,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-01-29,2.6380548597762864e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-01-30,0.00015978713099132122,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-01-31,0.00015978713099132122,7.467,80.367,116.0,0.0,77
Kurunegala Proper,2023-02-01,0.00015978713099132122,7.467,80.367,116.0,0.14,77
Kurunegala Proper,2023-02-02,0.00015978713099132122,7.467,80.367,116.0,0.36,76
Kurunegala Proper,2023-02-03,7.781807872419373e-06,7.467,80.367,116.0,0.15,79
Kurunegala Proper,2023-02-04,3.626100358706693e-05,7.467,80.367,116.0,0.04,81
Kurunegala Proper,2023-02-05,0.00013529450317428901,7.467,80.367,116.0,0.07,80
Kurunegala Proper,2023-02-06,5.804161224916264e-05,7.467,80.367,116.0,0.0,78
Kurunegala Proper,2023-02-07,5.804161224916264e-05,7.467,80.367,116.0,0.06,79
Kurunegala Proper,2023-02-08,0.0001500219160879859,7.467,80.367,116.0,0.02,81
Kurunegala Proper,2023-02-09,0.0003105332696271843,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-02-10,0.0001749972570066691,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-11,0.00012360442299685876,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-12,0.00012360442299685876,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-13,0.00020530570002465023,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-02-14,6.622802284257438e-05,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-02-15,0.00020184503634725827,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-02-16,0.0002787444004212885,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-02-17,5.1024064242056124e-05,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-18,0.00014803923839515175,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-02-19,0.0001224639433683271,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-02-20,0.0001224639433683271,7.467,80.367,116.0,0.05,79
Kurunegala Proper,2023-02-21,0.0001224639433683271,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-02-22,0.00015957822814210518,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-23,0.0002081055228280405,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-02-24,0.00021192804253949876,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-02-25,0.00016237174279500405,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-02-26,0.00010330310951803837,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-02-27,0.00010368811121206953,7.467,80.367,116.0,0.0,79
Kurunegala Proper,2023-02-28,0.0001511599984285764,7.467,80.367,116.0,0.14,78
Kurunegala Proper,2023-03-01,0.0001511599984285764,7.467,80.367,116.0,0.06,81
Kurunegala Proper,2023-03-02,0.0001511599984285764,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-03-03,0.0001511599984285764,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-04,0.00028574595695263645,7.467,80.367,116.0,0.02,79
Kurunegala Proper,2023-03-05,0.00028574595695263645,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-06,0.00028574595695263645,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-07,0.00023305893908662844,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-03-08,0.0002118883439632248,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-09,0.0001607719413717699,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-03-10,0.00017852788938385993,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-03-11,0.00017852788938385993,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-12,0.00017852788938385993,7.467,80.367,116.0,0.01,83
Kurunegala Proper,2023-03-13,0.00016017776873763402,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-03-14,0.00020740752666166312,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-03-15,0.00014196140188166162,7.467,80.367,116.0,0.03,81
Kurunegala Proper,2023-03-16,0.00014196140188166162,7.467,80.367,116.0,0.22,80
Kurunegala Proper,2023-03-17,0.00020755743398032924,7.467,80.367,116.0,0.22,84
Kurunegala Proper,2023-03-18,0.00023516387375223589,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-03-19,8.49498926652638e-05,7.467,80.367,116.0,0.32,84
Kurunegala Proper,2023-03-20,0.00021126852388183087,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-03-21,0.00021126852388183087,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-03-22,0.00022053706456293565,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-03-23,0.00011399611964382359,7.467,80.367,116.0,0.0,80
Kurunegala Proper,2023-03-24,0.00015886950708449631,7.467,80.367,116.0,1.2,80
Kurunegala Proper,2023-03-25,9.74430799520712e-05,7.467,80.367,116.0,1.64,83
Kurunegala Proper,2023-03-26,6.483913490928073e-05,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-27,0.00022614453030103118,7.467,80.367,116.0,0.26,84
Kurunegala Proper,2023-03-28,0.0002756828418291552,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-29,0.00017079661972209924,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-03-30,0.00011213871886556403,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-03-31,0.00012803720907968183,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-04-01,0.0001733594000915392,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-04-02,0.00016854919547749713,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-04-03,0.0002003832028529575,7.467,80.367,116.0,0.0,81
Kurunegala Proper,2023-04-04,0.00015852381523441853,7.467,80.367,116.0,0.39,79
Kurunegala Proper,2023-04-05,0.00015852381523441853,7.467,80.367,116.0,5.72,83
Kurunegala Proper,2023-04-06,0.00020427486912675077,7.467,80.367,116.0,0.0,84
Kurunegala Proper,2023-04-07,0.00019557709281059634,7.467,80.367,116.0,0.04,85
Kurunegala Proper,2023-04-08,6.129663570476935e-05,7.467,80.367,116.0,0.01,80
Kurunegala Proper,2023-04-09,6.129663570476935e-05,7.467,80.367,116.0,1.15,84
Kurunegala Proper,2023-04-10,0.0001983280086824596,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-04-11,6.472890414948194e-05,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-04-12,0.0002409745344024557,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-04-13,0.00020869149520401955,7.467,80.367,116.0,0.0,85
Kurunegala Proper,2023-04-14,0.00013564724676001108,7.467,80.367,116.0,0.07,84
Kurunegala Proper,2023-04-15,0.00022951067611430375,7.467,80.367,116.0,0.14,83
Kurunegala Proper,2023-04-16,0.00015147658409383422,7.467,80.367,116.0,0.04,82
Kurunegala Proper,2023-04-17,0.00016689497884802567,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-04-18,0.00021428894560100088,7.467,80.367,116.0,0.02,86
Kurunegala Proper,2023-04-19,0.00020542138154144046,7.467,80.367,116.0,0.0,86
Kurunegala Proper,2023-04-20,0.00016070967292393726,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-04-21,0.00011996088737735103,7.467,80.367,116.0,0.33,82
Kurunegala Proper,2023-04-22,9.954718220019383e-05,7.467,80.367,116.0,0.31,83
Kurunegala Proper,2023-04-23,0.00016487079790954547,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-04-24,0.0003105332696271843,7.467,80.367,116.0,0.18,81
Kurunegala Proper,2023-04-25,0.0003105332696271843,7.467,80.367,116.0,0.92,80
Kurunegala Proper,2023-04-26,8.264816214422815e-05,7.467,80.367,116.0,0.5,80
Kurunegala Proper,2023-04-27,8.264816214422815e-05,7.467,80.367,116.0,0.14,82
Kurunegala Proper,2023-04-28,0.00010070645033283489,7.467,80.367,116.0,0.0,82
Kurunegala Proper,2023-04-29,3.3172839563903507e-06,7.467,80.367,116.0,0.54,78
Kurunegala Proper,2023-04-30,3.3172839563903507e-06,7.467,80.367,116.0,2.64,80
Kurunegala Proper,2023-05-01,8.246013588270498e-05,7.467,80.367,116.0,1.23,81
Kurunegala Proper,2023-05-02,7.767101453903939e-05,7.467,80.367,116.0,0.59,79
Kurunegala Proper,2023-05-03,7.342770590727748e-05,7.467,80.367,116.0,0.55,79
Kurunegala Proper,2023-05-04,0.00018035470167812497,7.467,80.367,116.0,0.44,81
Kurunegala Proper,2023-05-05,0.00025648494490909906,7.467,80.367,116.0,1.63,77
Kurunegala Proper,2023-05-06,0.00025648494490909906,7.467,80.367,116.0,0.0,83
Kurunegala Proper,2023-05-07,0.00025648494490909906,7.467,80.367,116.0,2.03,80
Kurunegala Proper,2023-05-08,8.610916143273325e-05,7.467,80.367,116.0,0.04,81
Kurunegala Proper,2023-05-09,8.610916143273325e-05,7.467,80.367,116.0,0.09,81
